,date,open,high,low,close,volume,amount,outstanding_share,turnover,振幅,涨跌幅,涨跌额,股票代码
0,2020-01-02,55.96,56.81,55.17,56.12,20611589.0,2213454651.0,1202589511.0,0.01713933874482296,,,,300750
1,2020-01-03,56.12,57.51,55.31,57.18,18084178.0,1956828809.0,1202589511.0,0.01503769809613781,3.92,1.8888096935139043,1.0600000000000023,300750
2,2020-01-06,58.09,59.76,56.27,56.94,26500200.0,2958351780.0,1202589511.0,0.02203594805842274,6.1,-0.41972717733473885,-0.240000000000002,300750
3,2020-01-07,56.9,57.23,56.06,56.63,13507544.0,1461154189.0,1202589511.0,0.011232048738532528,2.05,-0.5444327362135515,-0.30999999999999517,300750
4,2020-01-08,56.9,58.2,55.9,57.2,19224068.0,2098374347.0,1202589511.0,0.01598556101159941,4.06,1.0065336394137425,0.5700000000000003,300750
5,2020-01-09,58.46,60.28,57.42,60.02,20164351.0,2287090666.0,1202589511.0,0.016767442935064814,5.0,4.930069930069925,2.8200000000000003,300750
6,2020-01-10,59.61,59.61,58.29,59.14,14428007.0,1628569248.0,1202589511.0,0.011997449560326326,2.2,-1.4661779406864417,-0.8800000000000026,300750
7,2020-01-13,60.54,61.84,59.61,61.01,21597445.0,2516539925.0,1202589511.0,0.017959116392126922,3.77,3.1619885018599803,1.8699999999999974,300750
8,2020-01-14,62.38,63.02,60.12,60.39,21768473.0,2585867747.0,1202589511.0,0.018101332832928724,4.75,-1.0162268480576886,-0.6199999999999974,300750
9,2020-01-15,60.39,61.37,58.57,60.18,17758720.0,2031327383.0,1202589511.0,0.01476706709776051,4.64,-0.3477396920019915,-0.21000000000000085,300750
10,2020-01-16,60.54,60.81,59.42,60.75,12934158.0,1492301747.0,1202589511.0,0.010755255955329881,2.31,0.9471585244267278,0.5700000000000003,300750
11,2020-01-17,60.73,61.36,59.5,60.06,14662407.0,1694771901.0,1202589511.0,0.012192362286452705,3.06,-1.1358024691357937,-0.6899999999999977,300750
12,2020-01-20,60.02,65.28,58.93,64.3,24892200.0,2992287057.0,1202589511.0,0.02069883345257283,10.57,7.059607059607043,4.239999999999995,300750
13,2020-01-21,63.94,64.2,62.87,63.49,14267108.0,1734790907.0,1202589511.0,0.01186365577738687,2.07,-1.2597200622083915,-0.8099999999999952,300750
14,2020-01-22,63.49,69.85,62.31,69.85,34991561.0,4493837402.0,1202589511.0,0.029096845332455257,11.88,10.017325563080792,6.359999999999992,300750
15,2020-01-23,69.16,71.51,65.29,68.15,35986224.0,4755930193.0,1202589511.0,0.029923946343150834,8.9,-2.433786685755168,-1.6999999999999886,300750
16,2020-02-03,66.06,74.89,66.03,70.65,52634602.0,7148822247.0,1202589511.0,0.04376772083787117,13.0,3.668378576669107,2.5,300750
17,2020-02-04,76.08,77.72,73.08,77.72,35913583.0,5283954890.0,1202589511.0,0.02986354252344714,6.57,10.007077140835086,7.069999999999993,300750
18,2020-02-05,82.56,85.49,81.58,85.49,53082382.0,8588999757.0,1202589511.0,0.04414006734173154,5.03,9.997426659804432,7.769999999999996,300750
19,2020-02-06,80.91,88.67,79.85,88.67,57918993.0,9265610936.0,1202589511.0,0.04816189769677777,10.32,3.7197333021406154,3.180000000000007,300750
20,2020-02-07,86.64,88.38,82.96,83.61,45499480.0,7426674365.0,1202589511.0,0.037834589096129245,6.11,-5.706552385248676,-5.060000000000002,300750
21,2020-02-10,84.03,87.99,83.51,86.26,37540921.0,6161572537.0,1202589511.0,0.031216737429202474,5.36,3.169477335246995,2.6500000000000057,300750
22,2020-02-11,87.27,87.69,82.26,82.68,33994559.0,5451183357.0,1202589511.0,0.028267799352193087,6.29,-4.150243450034774,-3.5799999999999983,300750
23,2020-02-12,80.14,84.47,79.35,83.33,32586206.0,5174595056.0,1202589511.0,0.02709669899989673,6.19,0.7861635220125729,0.6499999999999915,300750
24,2020-02-13,81.42,83.19,80.22,81.6,31360960.0,4914616428.0,1202589511.0,0.0260778592471858,3.56,-2.0760830433217414,-1.730000000000004,300750
25,2020-02-14,82.94,83.46,77.7,78.24,43961853.0,6739413555.0,1202589511.0,0.03655599237968075,7.06,-4.117647058823525,-3.3599999999999994,300750
26,2020-02-17,77.77,81.51,77.71,80.43,34447133.0,5309578996.0,1202589511.0,0.028644132253702985,4.86,2.7990797546012525,2.190000000000012,300750
